rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl,title
3.5,Best Matt Damon performance in years. Fun movie.,Don L,False,False,False,False,3.5,"Jan 01, 2016",Don L,/user/id/846849113,RT,846849113,https://graph.facebook.com/v3.3/1135359663/picture,The Martian
4.0,"One of the most enjoyably soft sci-fi movies in years. Ridley Scott creates a beautiful story highlighting the irony of chaos on Earth, where everyone is safe from death, with the calmness of a stranded astronaut stuck on Mars. Matt Damon's character could have easily been written as a heavy, depressed pessimest who struggles with his own sanity while stuck on Mars however thr character not only maintains inspirational composure, but he does so with humor and killer instinct. In a sentence, The Martian is ""Cast Away"" meets ""Apollo 13"" however the mix of ingredients is modern and fun for any viewer. One of my favorites of the year!",Alex N,False,False,False,False,4.0,"Jan 01, 2016",Alex N,/user/id/972865939,RT,972865939,,The Martian
4.0,Beautiful design on everything. Old Matt Damon is credible. Ridley Scott still knows tension,Guilherme Q,False,False,False,False,4.0,"Jan 01, 2016",Guilherme Q,/user/id/827031433,RT,827031433,https://graph.facebook.com/v3.3/661704711/picture,The Martian
4.0,Quite enjoyed this film.,Giles T,False,False,False,False,4.0,"Jan 01, 2016",Giles T,/user/id/816498593,RT,816498593,https://graph.facebook.com/v3.3/635893108/picture,The Martian
4.0,Very nice movie and performance,Haamed A,False,False,False,False,4.0,"Jan 01, 2016",Haamed A,/user/id/906085924,RT,906085924,https://graph.facebook.com/v3.3/10130561/picture,The Martian
5.0,"Absolutely stunning movie with a career best performance from Matt Damon.
Loved it.",Steve G,False,False,False,False,5.0,"Jan 01, 2016",Steve G,/user/id/894237451,RT,894237451,https://graph.facebook.com/v3.3/1450712631/picture,The Martian
5.0,Best I've seen in a while,Scott M,False,False,False,False,5.0,"Jan 01, 2016",Scott M,/user/id/826690073,RT,826690073,https://graph.facebook.com/v3.3/538743225/picture,The Martian
5.0,"quien vio esta pelicula sabe que cuando salio del cine miro el reloj y dijo, de verdad esta pelicula duro casi 3 horas....pues asi mismo de buena estuvo, encontramos a un matt Damon que sin mucho elenco subo con su bien drama y espectacular actuaciÃ³n mantenernos en esa butaca muy entretenidos...",Levid G,False,False,False,False,5.0,"Jan 01, 2016",Levid G,/user/id/917064464,RT,917064464,https://graph.facebook.com/v3.3/508812965/picture,The Martian
4.0,"I am a bit of nerd of this kind of realistic science fiction movies and therefore I had high expectations of this movie. I regret to say I was a little bit disappointed.

The Mars landscape is beautifully rendered en very credible with dust clouds and all. This is the main attraction of the movie.

The main problem that there is nothing novel about this movie. There have been better movies for every aspect of the film:

Human aspect/psychology of being marooned in a strange place: Cast Away did it so much better; set in space: Matt Damon's role in Interstellar was more credible than his performance here. Space action scenes: Gravity had me on the edge of my seat Ground control scenes: Apollo 13 already set the standard

In summary, the movie is a beautiful, funny, but nothing new or breathless.",Dubzy D,False,False,False,False,4.0,"Jan 01, 2016",Dubzy D,/user/id/952049839,RT,952049839,,The Martian
4.5,"Great book.
I think reading book filled in some pieces.
As movie things happened with no explanation.
The book is more detailed.   I didn't read,  but listened to a great audio book.",Linda C,False,False,False,False,4.5,"Jan 01, 2016",Linda C,/user/id/972816018,RT,972816018,https://graph.facebook.com/v3.3/214294342247913/picture,The Martian
4.5,"It's a real slow but very dramatic (I even love how it has not much dialogue in it and it's more of a visual movie) kind of Sci-Fi on the scale of 2001: A Space Odyssey that makes you hooked into the film by the brilliant, humanly performance of Matt Damon and he really shows how life sucks ass, even being left for dead on Mars.",Vinnie F,False,False,False,False,4.5,"Dec 31, 2015",Vinnie F,/user/id/926972058,RT,926972058,,The Martian
5.0,it was so good and it was also really funny I recommend seeing it,Fiona C,False,False,False,False,5.0,"Dec 31, 2015",Fiona C,/user/id/972852431,RT,972852431,,The Martian
4.5,"One of the best and most interesting movies of 2015, Matt Damon gives what I believe is his best performance as one of the most likable guys to ever grace the big screen.",Andrew S,False,False,False,False,4.5,"Dec 31, 2015",Andrew S,/user/id/962600064,RT,962600064,,The Martian
4.5,"Great script, assured direction from hit-or-miss Ridley Scott, and a really good central performance from Matt Damon. Has the combination of crowd pleasing along with artistic merit to perhaps win the Best Picture Oscar. While not my favorite of the year so far, I can see it being in the higher section of my top 10 when I've seen most of the major 2015 releases.",Matt H,False,False,False,False,4.5,"Dec 31, 2015",Matt H,/user/id/897795408,RT,897795408,,The Martian
4.0,Not as good as I thought it would be but still pretty good. Somewhat predictable at times.,Kirk S,False,False,False,False,4.0,"Dec 31, 2015",Kirk S,/user/id/794012098,RT,794012098,https://graph.facebook.com/v3.3/591230567/picture,The Martian
3.5,"good acting. boring plot. better than gravity, not saying much.",Billy H,False,False,False,False,3.5,"Dec 31, 2015",Billy H,/user/id/803577763,RT,803577763,https://graph.facebook.com/v3.3/691364382/picture,The Martian
4.5,See YouTube ID CinematicCritic for my video review.,Brian S,False,False,False,False,4.5,"Dec 31, 2015",Brian S,/user/id/826756234,RT,826756234,,The Martian
3.5,Good movie steady plot though you see everything coming,paloma t,False,False,False,False,3.5,"Dec 31, 2015",paloma t,/user/id/972715710,RT,972715710,,The Martian
4.5,"The Martian is not only an awe-inspiring sci-fi intensity builder, but is also hilarious in it's own form with an outstanding cast, particularly Matt Damon. Ridley Scott crafts an absorbent and realistic space survival epic that's full of optimism and adventure.",Romeo H,False,False,False,False,4.5,"Dec 31, 2015",Romeo H,/user/id/904380699,RT,904380699,,The Martian
4.5,"The best movie I've seen in 2015.  
The special effects are magnificent, the story is compelling and Matt Damon is at his best.
A great film.",Evan R,False,False,False,False,4.5,"Dec 31, 2015",Evan R,/user/id/972847257,RT,972847257,,The Martian
4.5,'Castaway' set in space with a groovier soundtrack.,J G,False,False,False,False,4.5,"Dec 31, 2015",J G,/user/id/788160206,RT,788160206,https://graph.facebook.com/v3.3/683197424/picture,The Martian
4.5,It's a funny scientific great movie and I encourage you to watch it.,Jackson H,False,False,False,False,4.5,"Dec 31, 2015",Jackson H,/user/id/972615933,RT,972615933,,The Martian
4.5,"It is an incredible visual masterpiece. Pretty boring beginning, but picks up towards the end. It's a totally different experience on the big screen than at home.",Mark F,False,False,False,False,4.5,"Dec 31, 2015",Mark F,/user/id/790811778,RT,790811778,,The Martian
4.0,Best NASA recruiting video ever.,John D,False,False,False,False,4.0,"Dec 31, 2015",John D,/user/id/907894318,RT,907894318,,The Martian
5.0,This is a very well put together and thoroughly enjoyable sci-fi film.,Martin A,False,False,False,False,5.0,"Dec 31, 2015",Martin A,/user/id/943082313,RT,943082313,https://graph.facebook.com/v3.3/566824611/picture,The Martian
3.0,"Teknisesti ja visuaalisesti hienot puitteet. Leffaa vaivaa sama ongelma kuin Avatariakin, keskinkertainen tarinan kerronta.",Jussi M,False,False,False,False,3.0,"Dec 31, 2015",Jussi M,/user/id/831833426,RT,831833426,https://graph.facebook.com/v3.3/1256228719/picture,The Martian
3.0,It was good but a little to long.,Natalie J,False,False,False,False,3.0,"Dec 30, 2015",Natalie J,/user/id/972803429,RT,972803429,,The Martian
4.0,Thought Matt's part could have been played by someone else who can stand on their own more. Did a great job but there were quite a few moments where his solo action bored me,dedric s,False,False,False,False,4.0,"Dec 30, 2015",dedric s,/user/id/972841036,RT,972841036,,The Martian
3.0,"I really wanted to like this movie, but t was ok. Like Cast Away but in Mars.",Kevin M,False,False,False,False,3.0,"Dec 30, 2015",Kevin M,/user/id/174408944,RT,174408944,,The Martian
3.0,A remake of Saving Private Ryan on Mars.,Lee V,False,False,False,False,3.0,"Dec 30, 2015",Lee V,/user/id/955277456,RT,955277456,,The Martian
3.5,not getting the soundtrack,Cooper M,False,False,False,False,3.5,"Dec 30, 2015",Cooper M,/user/id/793472843,RT,793472843,https://graph.facebook.com/v3.3/724319950/picture,The Martian
4.5,this movie you should go see it was really entertaining,Moe K,False,False,False,False,4.5,"Dec 30, 2015",Moe K,/user/id/972690435,RT,972690435,,The Martian
4.5,"fantastic. ridley scott did an amazing job. 
a beautiful story of perseverance. 

it could have been so much more dramatic and unnecessary but it wasnt. it kept it light. it gave you the drama it needed. no one was melo-dramatic. they walked that line beautifully. 

kristen wiig was really out of place. poor casting. i get it. they wanted someone who could bring comedy. but she didnt hold the authority needed for the role as well. 

sometimes the comedic tone was a bit forced. but it wasnt too many times. they set the tone early and stuck with it.",Jonathan B,False,False,False,False,4.5,"Dec 30, 2015",Jonathan B,/user/id/969196593,RT,969196593,,The Martian
5.0,"super dope acting. in a scale from 1-10, this movie's a ""DAAAAAAMN!""",Ivanna N,False,False,False,False,5.0,"Dec 30, 2015",Ivanna N,/user/id/949624118,RT,949624118,,The Martian
3.0,Way better than I expected Kept me interested in a movie I did particularly want to see.,Cheryl A,False,False,False,False,3.0,"Dec 30, 2015",Cheryl A,/user/id/962074311,RT,962074311,,The Martian
4.0,Great movie. Inspirational at the survival of human life.,Yaminah A,False,False,False,False,4.0,"Dec 30, 2015",Yaminah A,/user/id/916045786,RT,916045786,https://graph.facebook.com/v3.3/1776918490/picture,The Martian
1.5,boring and  scientifically implausible.There is no way a Martian sandstorm could topple a multi- ton spaceship.,Murray R,False,False,False,False,1.5,"Dec 30, 2015",Murray R,/user/id/930110236,RT,930110236,,The Martian
4.5,the story is just thrilling!,Ng K,False,False,False,False,4.5,"Dec 30, 2015",Ng K,/user/id/914373322,RT,914373322,,The Martian
5.0,Surprisingly excellent. This movie is a gripping drama about a man lost on Mars and although I found there to be a few small holes in the premise I can forgive that enough to see that it's still a wonderful movie and all of the acting in it was great... I really enjoyed this film.,Mark J,False,False,False,False,5.0,"Dec 30, 2015",Mark J,/user/id/587008755,RT,587008755,,The Martian
4.0,"This was a tough one, definitely enjoyable. Really good, Just not quite on the level of interstellar",David W,False,False,False,False,4.0,"Dec 30, 2015",David W,/user/id/860180512,RT,860180512,https://graph.facebook.com/v3.3/1460861892/picture,The Martian
5.0,One of the best sci-fi movies. The movie is fun and smart. Mark Watney is a very likeable character. You can't do anything buy root for him,Duong D,False,False,False,False,5.0,"Dec 30, 2015",Duong D,/user/id/898610616,RT,898610616,https://graph.facebook.com/v3.3/1295564144/picture,The Martian
2.0,"Pretty disappointing.  Good: Damon and the special effects/props.  Down, the script and directing. The story has potential, but the movie doesn't ring true. Not nearly as good as Castaway imho.",Bob F,False,False,False,False,2.0,"Dec 30, 2015",Bob F,/user/id/972704521,RT,972704521,https://graph.facebook.com/v3.3/1532459537081018/picture,The Martian
5.0,Extremely entertaining,,False,False,False,False,5.0,"Dec 30, 2015",,,Flixster,195f8965-40f5-41dd-870c-21e1dce6e2a3,,The Martian
3.5,Enjoyed The Martian a lot more than I thought I would. All the fun is in the science surrounding the main character's survival. The rest is predictable but still heartwarming and humorous. Matt Damon has the emotional range of a fall squirrel but I did enjoy his MacGuyvering. Jessica Chastain and Chiwetel Ejiofor lead a solid supporting cast.,Cindi G,False,False,False,False,3.5,"Dec 29, 2015",Cindi G,/user/id/853237485,RT,853237485,https://graph.facebook.com/v3.3/1620855985/picture,The Martian
2.5,Two movies. One very good(the first 1.15 of the movie) one very bad. The second part of course. Part one was a captivating story of survival pure and simple. I loved the ingenuity motivated by desperation and all the tension steadily growing because of this. Nicely portrayed by Damon which is no surprise. It seemed to the second half of the movie was hijacked by Hollywood. It shifted gears from a survival flick to a kind of international UN tale of feel goodery. Way to syrupy and hackneyed to anything close to interesting. Even getting China into the mix. I'll give them credit that's a new one at least they could have made it the Russians since the seem to be the space race leaders right now. Anyway my score reflects the skitzo like persona of this movie.,Sam E,False,False,False,False,2.5,"Dec 29, 2015",Sam E,/user/id/899603106,RT,899603106,,The Martian
5.0,Clever. Apollo 13 meets Castaway.,Adam T,False,False,False,False,5.0,"Dec 29, 2015",Adam T,/user/id/929431099,RT,929431099,https://graph.facebook.com/v3.3/100000618620490/picture,The Martian
4.0,Had some really good moments but ran a little long,Dawn O,False,False,False,False,4.0,"Dec 29, 2015",Dawn O,/user/id/912542641,RT,912542641,https://graph.facebook.com/v3.3/1321734131/picture,The Martian
4.5,Bel film. Non do 5 stelline perchÃ (C) penso sia difficile da riguardare una seconda volta.,Filippo C,False,False,False,False,4.5,"Dec 29, 2015",Filippo C,/user/id/813170736,RT,813170736,,The Martian
4.5,"did not expect this movie to turn out this way, solid performance from matt damon",Kyle L,False,False,False,False,4.5,"Dec 29, 2015",Kyle L,/user/id/876110687,RT,876110687,https://graph.facebook.com/v3.3/865060009/picture,The Martian
3.0,"Matt Damon is inside and Ridley Scott knows its job, so The Martian is highly entertaining but it seams like déjà vu. It reminds Gravity with less rebonds.",rolo t,False,False,False,False,3.0,"Dec 29, 2015",rolo t,/user/id/943954620,RT,943954620,,The Martian
4.0,Robinson Crusoe in space,Kevin M,False,False,False,False,4.0,"Dec 29, 2015",Kevin M,/user/id/954575998,RT,954575998,,The Martian
3.5,decent with great performance from Matt Damon,Rich P,False,False,False,False,3.5,"Dec 29, 2015",Rich P,/user/id/784539910,RT,784539910,https://graph.facebook.com/v3.3/668721183/picture,The Martian
4.0,"This is a great adaptation of the book, Matt Damon was great as Mark Watney, the Red Plant was 3:) it didn't try hard though to kill him in here :) I was waiting for the path finder to crash and for the second big storm; The Iron Man thing was cool though  I didn't get to experience that in the book :) also last 5 min on Earth was hopeful... It is a great movie on its own but with the book you get more science and more Sols with Watney :) 
I'll give it an 8.5/10",M A,False,False,False,False,4.0,"Dec 29, 2015",M A,/user/id/897816243,RT,897816243,,The Martian
4.5,"I have seen it 4 times - something about those ""on a deserted island"" movies, and this one is in space....",Matthew D,False,False,False,False,4.5,"Dec 29, 2015",Matthew D,/user/id/972815643,RT,972815643,,The Martian
5.0,"I loved this film. Directed by Ridley Scott and starring Matt Damon who is brilliant as Mark Watney. A man who is left behind and presumed dead after an emergency evacuation from Mars. The supporting cast is a vast and impressive line up but thankfully no one felt crowbarred in which can sometimes happens when you have so many recognizable actors. Visually spectacular and consistently entertaining. Damon was particularly impressive here as his character is full of heart, witty and you really root for him to succeed. Fun soundtrack too!",Adam W,False,False,False,False,5.0,"Dec 29, 2015",Adam W,/user/id/798799016,RT,798799016,https://graph.facebook.com/v3.3/561790460/picture,The Martian
4.0,"I really enjoyed this film. Though it is a serious film but it had a light tone to it. I did not feel overwhelmed watching it but I felt it lacked a bit of intensity that would have made the film even better. Overall, good space sci-fi flick. Comparable to Sunshine, even Armageddon and Interstellar.",Maliq F,False,False,False,False,4.0,"Dec 29, 2015",Maliq F,/user/id/863782937,RT,863782937,https://graph.facebook.com/v3.3/523436657/picture,The Martian
3.0,"Scienceing the shit out of this movie would have been a better choice rather than adding a half-hour of unnecessary exposition and flimsy character-building and mundane dialog, but it's still pretty good. Matt Damon has really come around to being a leading man and they could have kept most of the attention on him and it would have been better.  I thought it was a pretty big plot hole to go unexplained in that Damon's guy is supposed to be a botanist and yet the Mars team brought no seeds or fertilizer or a mini-greenhouse for experiments (Why bring a botanist to Mars then?!) and he has to resort to poop and potatoes to survive. The ending too was pretty ridiculous.  Just suspend disbelief and you'll be fine. I'd like to read the book as I've heard it was much richer in pertinent detail.",Mike G,False,False,False,False,3.0,"Dec 29, 2015",Mike G,/user/id/865178365,RT,865178365,https://graph.facebook.com/v3.3/1381354548/picture,The Martian
5.0,Amazing movie. Breathtaking. I hope we start missions to make living in mars a reality soon.,Benjamin F,False,False,False,False,5.0,"Dec 29, 2015",Benjamin F,/user/id/96835073,RT,96835073,,The Martian
4.0,"Who isn't a fan of Scott's early work and how many times have we gone back to that theater hoping that he would pull yet another rabbit out of his hat. Well after a string of near misses as well as pure disappointments he comes back with a film that has a soul. It is cool, funny and ingenious. Welcome back Ridley.",Nicolas K,False,True,False,False,4.0,"Dec 29, 2015",Nicolas K,/user/id/795673074,RT,795673074,,The Martian
5.0,Must see movie. One of the best for 2015 by far.,Philip G,False,False,False,False,5.0,"Dec 29, 2015",Philip G,/user/id/972810871,RT,972810871,https://graph.facebook.com/v3.3/10203776773844982/picture,The Martian
4.0,Heavy consideration for best movie of the year.,Ralph P,False,False,False,False,4.0,"Dec 28, 2015",Ralph P,/user/id/906331716,RT,906331716,,The Martian
4.5,"This was a very good movie in my eyes. A great balance between tragedy, humour and science fiction. it is smart and thrilling to follow what would happen next and to see the unexpected. Matt Damon is excellent in is role. It is a great demonstration of when great minds work together anything is possible.",Francois M,False,False,False,False,4.5,"Dec 28, 2015",Francois M,/user/id/972805872,RT,972805872,https://graph.facebook.com/v3.3/10152830089291164/picture,The Martian
5.0,I was skeptical. But it was actually pretty good. Matt Damon deserves an award.,Mollie Y,False,False,False,False,5.0,"Dec 28, 2015",Mollie Y,/user/id/968342272,RT,968342272,,The Martian
4.5,Ridley Scott is a steely-eyed missile man!,Kevin W,False,False,False,False,4.5,"Dec 28, 2015",Kevin W,/user/id/805047945,RT,805047945,https://graph.facebook.com/v3.3/703571720/picture,The Martian
4.5,Very Clever and will take your emotions on a roller coaster ride.,Faz H,False,False,False,False,4.5,"Dec 28, 2015",Faz H,/user/id/859539025,RT,859539025,,The Martian
4.0,"A masterpiece of flimaking, Mars has not look this good in movies before. Matt Damon is a spectacular actor, and kicks it out of the park with his lighthearted and perfect performance.The visuals are amazing with a great story and Ripley Scott is an amazing director who also brought us Aliens. For sure one of my favorite movies of the year. Thumbs up",David G,False,False,False,False,4.0,"Dec 28, 2015",David G,/user/id/972802882,RT,972802882,,The Martian
1.5,"Without a doubt the most overrated film of 2015.  Clunky dialogue.  Lame, predictable gee-wiz humor.  Just B-grade special effects.  Damon's stoic, lemonade-from-lemons attitude grows irritating after about 40 minutes.  Ridley Scott in space is usually so much better than this...",Mike M,False,False,False,False,1.5,"Dec 28, 2015",Mike M,/user/id/971756745,RT,971756745,,The Martian
5.0,"Top quality acting by a top quality cast, from Damon all the way to Gambino. excellent story line with perfectly explained and executed scenes",Jerry J,False,False,False,False,5.0,"Dec 28, 2015",Jerry J,/user/id/972801205,RT,972801205,,The Martian
4.5,"Movie Review Maven
Grade:   A

In a Nutshell:    Why are audiences and critics raving about The Martian ?  Because it's fresh, suspenseful, inspiring, scientifically credible, and surprisingly funny. Director Ridley Scott takes us on a journey to the vast reaches of outer space and into the smallest corners of the human heart.

Based on the 2011 novel by Andy Weir, the movie includes stunning vistas, filmed on one of the largest sound stages in the world in Hungary.  Some of the scenes of Mars were also filmed in Wadi Rum in Jordan. See it in 3D if you can.

The talented cast includes Matt Damon, Jessica Chastain, Jeff Daniels, Michael Pena, Kate Mara, Sean Bean, Kristen Wiig, Aksel Hennie, and Chiwetel Ejiofor.


Uplifting Theme:
·         The film really focuses on optimism and hope, while astronaut/botanist Mark Watney is stranded on Mars.  Sure, Mark has his dark moments, but he quickly decides in the beginning ""I'm not going to die"" and that determination is what propels him to withstand the most difficult of situations on a hostile planet.
·         Human ingenuity is truly inspiring.  I know this is fiction, but still...
·         ""You just begin.  You solve one problem and then another."" - Mark

Things I liked:
·         NASA actually collaborated with the makers of The Martian , lending an authoritative air to the film, making it almost feel like a documentary.   If you want to learn more about the ARES space project and Ridley Scott's prologue series, go to www.areslive.com
·      Fun Disco music is one of the running gags throughout the movie.  At one point, Mark is so sick of listening to Disco music that he says ""No, I'm not going to turn the beat around.  I won't do it.""  The movie soundtrack will probably be pretty popular.  What music would YOU take if you were going to leave Earth on a long mission?
·         I loved the comment about the Council of Elrond directed at Sean Bean's character from The Lord Of The Rings: The Fellowship Of The Ring [HD] .
·         Jeff Daniels brings back his arrogant, bossy character from The Newsroom: Season 1 to play the Director of NASA.
·         I like it when directors give the audience a reason to keep watching during the credits at the end of a movie.
·         After many months of movies about superheroes who try to save the world, this refreshing flick is about the world trying to save one man.
·         The movie entertains your brain, as well as your heart, which beats fast during the last 20 minutes as you try to remember to breathe.
  -  Each time a new character is introduced in the movie, the audience sees a label on the screen, indicating the person's name and position, almost as if these are real people. 

Things I didn't like:
·         I know Saturday Night Live comedienne Kristin Wiig has done several serious films, but it's just still hard to take her seriously in a dramatic role.
·         If you got dizzy watching Gravity , there will be a few moments in this movie where you'll have to close your eyes.
·         Two F-bombs and some other profanity surprised me.  I thought PG-13 movies were only allowed to have 1 F-bomb, but somehow this movie gets away with two, plus a few other ""F"" moments that are mouthed silently.  In fact, Mark is told by NASA to clean up his language since everyone on Earth can read what he's saying on his transmissions.  As a result, his language gets worse and makes the audience laugh.

Funny lines:  
·         ""Luckily, I'm a botanist.  Mars will come to fear my Botany powers."" - Mark
·         ""I am the greatest botanist on this planet."" - Mark
·         ""I guess I colonized Mars.  In your face Neil Armstrong."" - Mark
·         ""So, yeah.  I blew myself up."" - Mark
·         ""I'm going to have to science the ""bleep"" out of this."" - Mark
·         ""I'm going to dip this potato in Vicodin and there's nobody who can stop me."" - Mark
·         ""I get to fly along like Iron Man."" - Mark

 

Things you learn in this movie about surviving on Mars:
·         Duct tape can fix everything.
·         You can use your own doodee to fertilize a garden.
-     Fire = bad.  Plutonium = good.
·         Science!

Tips for Parents:
·         Parents will like how educational the movie is.  Mark, the ""space pirate"" shows us how to problem-solve with impressive resourcefulness.
·         Some bloody moments.
·         Audiences see the entire back side of Matt Damon after he gets out of a shower.  He's the only human on an entire planet, so why use a towel?",Trina B,False,False,False,False,4.5,"Dec 28, 2015",Trina B,/user/id/793945371,RT,793945371,https://graph.facebook.com/v3.3/527012958/picture,The Martian
4.5,"Man was this a great film. Probably the best I've seen in 2015 so far. Great performance, a great example of human triumph. Ridley Scott really does impress with this one.",Arman M,False,False,False,False,4.5,"Dec 28, 2015",Arman M,/user/id/868135650,RT,868135650,https://graph.facebook.com/v3.3/1519368481/picture,The Martian
2.0,"At one point in The Martian, Matt Damon's character mentions that he hasn't bathed in quite a while. My wife said, ""He must stink!""
I replied, ""Almost as much as this movie.""

I've seen worst movies to be sure. But I would have expected more from director Ridley Scott and certainly a great deal more from one of the better known planets in our solar system.

Damon plays astro-botanist and electromechanical whiz Mark Whatney. This guy makes McGyver look like a five-year-old dealing with an incomplete Tinker Toy set.

I suspect that Mr. Scott, while screen testing Jessica Chastain, said something to the effect of, ""Yes! That's it! That's the kind of acting I want in this film! I want everyone to simper and smirk and give me that ""can-do"" attitude. We'll do over two hours of just that! As well, we'll pepper the film with crummy pop music from the seventies. And we'll have none of that four-letter language that I've used in my superior films such as American Gangster. This is going to be a movie that the whole family can suffer through!""

The effects are great. And although I haven't been there yet, the Mars landscape looks real enough. But this is typically oveblown Hollywood schmaltz (and you just KNOW how it's going to end).

I should finally mention another notable scene in this film where Damon is sitting in his Martian abode watching a video of a Happy Days episode. It raises the question, ""Would I rather be 225 million kilometers away on a cold and barren planet watching Happy Days, or subject myself to another movie like The Martian in the comfort of my living room?""

Tough call.",G Thomas B,False,False,False,False,2.0,"Dec 28, 2015",G Thomas B,/user/id/949486206,RT,949486206,,The Martian
5.0,Great film and even better acting,Carl T,False,False,False,False,5.0,"Dec 28, 2015",Carl T,/user/id/970837976,RT,970837976,,The Martian
3.5,Edge of your seat intensity! Humor keeps the peril bearable. Matt Damon gives an exquisite performance.,Savannah G,False,False,False,False,3.5,"Dec 28, 2015",Savannah G,/user/id/915248072,RT,915248072,,The Martian
4.0,"Another great movie from Ridley Scott. 

A standout performance from Damon. 

Not quite as good as 'Gravity', but definitely unmissable. 

[8/10]",Gman H,False,False,False,False,4.0,"Dec 28, 2015",Gman H,/user/id/795134775,RT,795134775,,The Martian
4.5,I loved the book and I really liked the movie even with the different ending.,ben s,False,False,False,False,4.5,"Dec 28, 2015",ben s,/user/id/504504246,RT,504504246,,The Martian
3.5,An engrossing vision of the near distant future. Felt a bit like a cross trip to EPCOT and Kennedy Space Centre. You know fun education times.,Martin P,False,False,False,False,3.5,"Dec 28, 2015",Martin P,/user/id/807795242,RT,807795242,https://graph.facebook.com/v3.3/522517189/picture,The Martian
4.5,fantastic realistic film,jacob b,False,False,False,False,4.5,"Dec 28, 2015",jacob b,/user/id/966697946,RT,966697946,,The Martian
4.0,Entertaining but predictable. Hard to feel as suspenseful when you know the main character will make it to the end.,Lynn H,False,False,False,False,4.0,"Dec 27, 2015",Lynn H,/user/id/905642062,RT,905642062,,The Martian
5.0,"Thought this movie would disappoint cuz it was too soon for Jessica Chastain and Matt Damon to appear in another sci fi movie together but it absolutely didn't.  This movie was great.  Matt Damon delivered a believable, relatable portrayal of a guy left all alone on a planet.",Rob O,False,False,False,False,5.0,"Dec 27, 2015",Rob O,/user/id/971170962,RT,971170962,,The Martian
3.0,"""Fuck."" 

Ridley Scotch is not back.",Chip M,False,False,False,False,3.0,"Dec 27, 2015",Chip M,/user/id/908594945,RT,908594945,,The Martian
4.0,"Reading the book in the lead up to the movie, I always knew it would transfer well to the big screen. I was tired of being explained at and instead wanted to be shown.",Drew O,False,False,False,False,4.0,"Dec 27, 2015",Drew O,/user/id/791691751,RT,791691751,https://graph.facebook.com/v3.3/753825590/picture,The Martian
5.0,"Not only is the martian a dynamite contender but it is an incredibly funny, smart, and engaging film that your not going to expect. Matt Damon once again just blows away with his take as Matt Watney surviving impossible odds, but throwing in a whopping amount of perfectly timed humour in what could have just been a nail bitter. And talking about that the last 45 min of the movie is just that! A perfect blend for  a movie I very much expect to be there oscar night.",chris  a,False,False,False,False,5.0,"Dec 27, 2015",chris  a,/user/id/44091012,RT,44091012,,The Martian
4.5,"Really like this one, so im not going to spoil non of it for you.
maybe one day we will be able to watch it together.
it was nominated for best film in the oscars.

Love you Stephanie Joan Logan.",Dione O,False,False,False,False,4.5,"Dec 27, 2015",Dione O,/user/id/911428849,RT,911428849,,The Martian
5.0,"I don't even care if it was 100% accurate for reality, this movie was phenomenal. This wasn't the sci-fi movie that I thought I wanted, but it was the sci-fi movie I NEEDED.",Brayden B,False,False,False,False,5.0,"Dec 27, 2015",Brayden B,/user/id/972787944,RT,972787944,,The Martian
4.5,The most uplifting movie in 2015!,Rebecca L,False,False,False,False,4.5,"Dec 27, 2015",Rebecca L,/user/id/794416568,RT,794416568,https://graph.facebook.com/v3.3/541849229/picture,The Martian
3.0,"Am I the only one that thought this was a boring ""Gravity"" wannabe?",Brady R,False,False,False,False,3.0,"Dec 27, 2015",Brady R,/user/id/971052876,RT,971052876,,The Martian
4.5,I was confused why it was listed as a comedy at the Golden Globes but I can see why.  What a great movie!!!!,Michelle W,False,False,False,False,4.5,"Dec 27, 2015",Michelle W,/user/id/786018435,RT,786018435,https://graph.facebook.com/v3.3/644910422/picture,The Martian
3.0,"Just ok. Unnecessisarily long. I would have left, but was with friends.",TR B,False,False,False,False,3.0,"Dec 27, 2015",TR B,/user/id/962774309,RT,962774309,,The Martian
3.0,"Ridley Scott is a master of his trade, but I was disappointed in The Martian: photography, lighting, special FX were all dazzling, as can be expected from Mr. Scott; but the attempts at humor were exactly that - attempts. Some of the lightheartedness shone through, but most of the jokes / humorous remarks were constrained. The plot is far-fetched, to say the least. Yes. I know. It's science fiction, but you are meant to believe the mundane stuff (like needing food, water and oxygen) but expected to believe some of the more absurd moments in the film. I was also horribly disappointed that someone (I can't believe Ridley would do this) lifted a great line right from Ron Howard's Apollo 13, when someone refers to a young astro-dynamics wunderkind as a ""steely-eyed missile man"". Really? Please be more original!!!",John S,False,False,False,False,3.0,"Dec 27, 2015",John S,/user/id/936085999,RT,936085999,,The Martian
5.0,Great movie. Some things missing from book but best book to movie film I've ever seen.,Zach S,False,False,False,False,5.0,"Dec 27, 2015",Zach S,/user/id/972782476,RT,972782476,,The Martian
4.0,"Procedural films always have my vote, and with Matt Damon's sci-fi film, the sense of surviving and escapism makes it even more thrilling. Great to also see Ridley Scott finally back on form.",David C,False,False,False,False,4.0,"Dec 27, 2015",David C,/user/id/972040440,RT,972040440,,The Martian
4.0,"Not as good as the book, as the book had a lot more plot twists, but otherwise a pretty good film :-)",Ciara S,False,False,False,False,4.0,"Dec 27, 2015",Ciara S,/user/id/972753934,RT,972753934,,The Martian
